States,District,Town,Lat,Lon
Pahang,Cameron Highlands,Tanah Rata,4.469981,101.374944
Pahang,Cameron Highlands,Tanah Rata,4.470285,101.37536
Pahang,Cameron Highlands,Tanah Rata,4.471258,101.376451
Pahang,Cameron Highlands,Tanah Rata,4.4888,101.3765
Pahang,Cameron Highlands,Tanah Rata,4.47031,101.376508
Pahang,Cameron Highlands,Tanah Rata,4.470615,101.377222
Pahang,Cameron Highlands,Tanah Rata,4.469999,101.377705
Pahang,Cameron Highlands,Tanah Rata,4.4676,101.3892
Pahang,Cameron Highlands,Tanah Rata,4.5207,101.3981
Pahang,Cameron Highlands,Tanah Rata,4.4943,101.4454
Pahang,Cameron Highlands,Tanah Rata,4.4163,101.4736
Pahang,Cameron Highlands,Tanah Rata,4.482,101.5574
Pahang,Jerantut,Jerantut,4.0135,102.2146
Pahang,Jerantut,Jerantut,3.938451,102.355909
Pahang,Jerantut,Jerantut,3.9382,102.3605
Pahang,Jerantut,Jerantut,3.9315,102.3622
Pahang,Jerantut,Jerantut,3.95026,102.362558
Pahang,Jerantut,Jerantut,3.8559,102.3629
Pahang,Jerantut,Jerantut,3.934345,102.364654
Pahang,Jerantut,Jerantut,3.930651,102.367278
Pahang,Jerantut,Jerantut,3.940311,102.369605
Pahang,Jerantut,Jerantut,3.940584,102.373544
Pahang,Jerantut,Kuala Tahan,4.3132,102.376
Pahang,Jerantut,Kuala Tahan,4.3432,102.378
Pahang,Jerantut,Kuala Tahan,4.4032,102.379
Pahang,Jerantut,Jerantut,3.9943,102.4137
Pahang,Jerantut,Kuala Tahan,4.356,102.4183
Pahang,Jerantut,Kuala Tahan,3.964831,102.434271
Pahang,Jerantut,Kuala Tahan,3.961719,102.435119
Pahang,Jerantut,Kuala Tahan,3.960713,102.435983
Pahang,Jerantut,Kuala Tahan,3.961106,102.436117
Pahang,Jerantut,Kuala Tahan,4.317,102.44
Pahang,Jerantut,Kuala Tahan,3.962241,102.44088
Pahang,Jerantut,Jerantut,3.9806,102.5263
Pahang,Kuantan,Kuantan,3.793,103.1659
Pahang,Kuantan,Kuantan,3.8688,103.168
Pahang,Kuantan,Kuantan,3.803,103.2339
Pahang,Kuantan,Kuantan,3.7831,103.2358
Pahang,Kuantan,Kuantan,3.729,103.2477
Pahang,Kuantan,Kuantan,3.8318,103.3122
Pahang,Kuantan,Kuantan,3.825398,103.323712
Pahang,Kuantan,Kuantan,3.827496,103.329377
Pahang,Kuantan,Kuantan,3.811246,103.329952
Pahang,Kuantan,Kuantan,3.821887,103.332424
Pahang,Kuantan,Kuantan,3.816092,103.334245
Pahang,Kuantan,Kuantan,3.80463,103.335685
Pahang,Lipis,Lipis,4.2421,101.7062
Pahang,Lipis,Lipis,4.4365,101.9135
Pahang,Lipis,Lipis,4.178451,102.01952
Pahang,Lipis,Lipis,4.170351,102.037613
Pahang,Lipis,Lipis,4.1735,102.0437
Pahang,Lipis,Lipis,4.182,102.0532
Pahang,Lipis,Lipis,4.18158,102.054647
Pahang,Lipis,Lipis,4.172078,102.065617
Pahang,Lipis,Lipis,4.156537,102.074108
Pahang,Lipis,Lipis,4.20242,102.082691
Pahang,Lipis,Lipis,4.2476,102.0838
Pahang,Lipis,Lipis,4.0969,102.1964
Pahang,Maran,Maran,3.5217,102.6906
Pahang,Maran,Maran,3.582,102.7724
Pahang,Maran,Maran,3.59095,102.773375
Pahang,Maran,Maran,3.5411,102.7734
Pahang,Maran,Maran,3.57893,102.7746
Pahang,Maran,Maran,3.5855,102.778173
Pahang,Maran,Maran,3.580407,102.782051
Pahang,Maran,Maran,3.5838,102.7836
Pahang,Maran,Maran,3.583769,102.78889
Pahang,Maran,Maran,3.589422,102.790421
Pahang,Maran,Maran,3.5149,102.8307
Pahang,Maran,Maran,3.6595,102.8808
Pahang,Pekan,Pekan,3.5879,103.3496
Pahang,Pekan,Pekan,3.4878,103.3633
Pahang,Pekan,Pekan,3.484259,103.376047
Pahang,Pekan,Pekan,3.512074,103.380364
Pahang,Pekan,Pekan,3.5022,103.3817
Pahang,Pekan,Pekan,3.4892,103.3898
Pahang,Pekan,Pekan,3.478635,103.394444
Pahang,Pekan,Pekan,3.483168,103.400688
Pahang,Pekan,Pekan,3.515224,103.400756
Pahang,Pekan,Pekan,3.493164,103.403419
Pahang,Pekan,Pekan,3.1067,103.4038
Pahang,Pekan,Pekan,3.2184,103.4196
Pahang,Raub,Raub,4.0502,101.775
Pahang,Raub,Raub,3.9023,101.8093
Pahang,Raub,Raub,3.7269,101.8313
Pahang,Raub,Raub,3.808,101.8472
Pahang,Raub,Raub,3.791478,101.848995
Pahang,Raub,Raub,3.798018,101.850634
Pahang,Raub,Raub,3.785846,101.851605
Pahang,Raub,Raub,3.7956,101.8555
Pahang,Raub,Raub,3.797473,101.858402
Pahang,Raub,Raub,3.788813,101.859859
Pahang,Raub,Raub,3.792689,101.868356
Pahang,Raub,Raub,3.8571,101.9041
Pahang,Rompin,Tun Razak,2.961484,102.961484
Pahang,Rompin,Rompin,2.732938,103.122618
Pahang,Rompin,Rompin,2.7085,102.5053
Pahang,Rompin,Rompin,2.6946,102.5257
Pahang,Rompin,Rompin,3.1474,102.849
Pahang,Rompin,Tun Razak,3.0028,102.928633
Pahang,Rompin,Tun Razak,2.968633,102.951548
Pahang,Rompin,Tun Razak,2.924797,102.954043
Pahang,Rompin,Tun Razak,2.943353,102.983802
Pahang,Rompin,Tun Razak,2.968676,103.005104
Pahang,Rompin,Tun Razak,2.892305,103.008745
Pahang,Rompin,Tun Razak,3.0104,103.0136
Pahang,Rompin,Rompin,2.7497,103.055
Pahang,Rompin,Rompin,2.8807,103.219
Pahang,Rompin,Rompin,2.91805,103.226541
Pahang,Rompin,Rompin,2.869033,103.2351
Pahang,Rompin,Rompin,2.790031,103.245103
Pahang,Rompin,Rompin,2.884386,103.267
Pahang,Rompin,Rompin,2.906656,103.428421
Pahang,Rompin,Rompin,2.860986,103.436179
Pahang,Rompin,Rompin,2.831626,103.441078
Pahang,Rompin,Rompin,2.843859,103.445978
Pahang,Rompin,Rompin,2.74762,103.467208
Pahang,Rompin,Rompin,2.799367,103.486268
Pahang,Rompin,Rompin,2.757407,103.503137
Pahang,Rompin,Rompin,2.7158,103.5037
Pahang,Rompin,Rompin,2.768478,103.511005
Pahang,Rompin,Rompin,2.618,103.6015
Pahang,Temerloh,Temerloh,3.448793,102.411909
Pahang,Temerloh,Temerloh,3.448946,102.420738
Pahang,Temerloh,Temerloh,3.4487,102.3947
Pahang,Temerloh,Temerloh,3.446653,102.412828
Pahang,Temerloh,Temerloh,3.450219,102.413032
Pahang,Temerloh,Temerloh,3.449557,102.417268
Pahang,Temerloh,Temerloh,3.4508,102.4188
Pahang,Temerloh,Temerloh,3.4475,102.4189
Pahang,Temerloh,Temerloh,3.4475,102.4189
Pahang,Temerloh,Temerloh,3.438299,102.424005
Pahang,Temerloh,Temerloh,3.445023,102.428138
Pahang,Temerloh,Temerloh,3.5413,102.4407
Pahang,Temerloh,Temerloh,3.3829,102.4452
Pahang,Temerloh,Temerloh,3.4409,102.4912
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3593,100.2107
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.348075,100.211522
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3415,100.2141
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.343708,100.21517
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.371042,100.219718
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3765,100.2203
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.356067,100.222868
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3346,100.2282
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.348759,100.229976
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.359163,100.230525
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3494,100.2327
Penang,Barat Daya Pulau Pinang,Balik Pulau,5.3404,100.2368
Penang,Seberang Perai Selatan,Sungai Jawi,5.2554,100.42102
Penang,Seberang Perai Selatan,Sungai Jawi,5.243,100.424177
Penang,Seberang Perai Selatan,Sungai Jawi,5.23422,100.42885
Penang,Seberang Perai Selatan,Sungai Jawi,5.2495,100.4294
Penang,Seberang Perai Selatan,Sungai Jawi,5.2673,100.4522
Penang,Seberang Perai Selatan,Sungai Jawi,5.1819,100.481
Penang,Seberang Perai Selatan,Sungai Jawi,5.1538,100.4831
Penang,Seberang Perai Selatan,Sungai Jawi,5.2759,100.4831
Penang,Seberang Perai Selatan,Sungai Jawi,5.20833,100.484359
Penang,Seberang Perai Selatan,Sungai Jawi,5.20295,100.488668
Penang,Seberang Perai Selatan,Sungai Jawi,5.194428,100.490125
Penang,Seberang Perai Selatan,Sungai Jawi,5.218604,100.495102
Penang,Seberang Perai Selatan,Sungai Jawi,5.201258,100.495769
Penang,Seberang Perai Selatan,Sungai Jawi,5.224407,100.496133
Penang,Seberang Perai Selatan,Sungai Jawi,5.198659,100.496194
Penang,Seberang Perai Selatan,Sungai Jawi,5.205368,100.496862
Penang,Seberang Perai Selatan,Sungai Jawi,5.197873,100.501656
Penang,Seberang Perai Selatan,Sungai Jawi,5.2347,100.5085
Penang,Seberang Perai Selatan,Sungai Jawi,5.212379,100.509121
Penang,Seberang Perai Selatan,Sungai Jawi,5.2625,100.5106
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3739,100.4214
Penang,Seberang Perai Tengah,Bukit Mertajam,5.363422,100.431536
Penang,Seberang Perai Tengah,Bukit Mertajam,5.369316,100.435083
Penang,Seberang Perai Tengah,Bukit Mertajam,5.371141,100.43778
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3656,100.4466
Penang,Seberang Perai Tengah,Bukit Mertajam,5.417,100.45
Penang,Seberang Perai Tengah,Bukit Mertajam,5.359931,100.454092
Penang,Seberang Perai Tengah,Bukit Mertajam,5.36027,100.454558
Penang,Seberang Perai Tengah,Bukit Mertajam,5.365707,100.455681
Penang,Seberang Perai Tengah,Bukit Mertajam,5.366533,100.457829
Penang,Seberang Perai Tengah,Bukit Mertajam,5.360016,100.45785
Penang,Seberang Perai Tengah,Bukit Mertajam,5.36657,100.459075
Penang,Seberang Perai Tengah,Bukit Mertajam,5.365695,100.461044
Penang,Seberang Perai Tengah,Bukit Mertajam,5.4264,100.4617
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3594,100.4634
Penang,Seberang Perai Tengah,Bukit Mertajam,5.358987,100.463727
Penang,Seberang Perai Tengah,Bukit Mertajam,5.371411,100.464081
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3749,100.4667
Penang,Seberang Perai Tengah,Bukit Mertajam,5.4115,100.4668
Penang,Seberang Perai Tengah,Bukit Mertajam,5.327,100.473
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3486,100.4835
Penang,Seberang Perai Tengah,Bukit Mertajam,5.343,100.486
Penang,Seberang Perai Tengah,Bukit Mertajam,5.3238,100.492
Penang,Seberang Perai Tengah,Bukit Mertajam,5.341,100.5134
Penang,Seberang Perai Utara,Kepala Batas,5.54,100.422
Penang,Seberang Perai Utara,Kepala Batas,5.513912,100.423937
Penang,Seberang Perai Utara,Kepala Batas,5.515658,100.424843
Penang,Seberang Perai Utara,Kepala Batas,5.517037,100.425344
Penang,Seberang Perai Utara,Kepala Batas,5.514696,100.425718
Penang,Seberang Perai Utara,Kepala Batas,5.512016,100.426848
Penang,Seberang Perai Utara,Kepala Batas,5.517148,100.430811
Penang,Seberang Perai Utara,Kepala Batas,5.518265,100.432615
Penang,Seberang Perai Utara,Kepala Batas,5.5149,100.434
Penang,Seberang Perai Utara,Kepala Batas,5.521863,100.437847
Penang,Seberang Perai Utara,Kepala Batas,5.4777,100.4389
Penang,Seberang Perai Utara,Kepala Batas,5.511508,100.438943
Penang,Seberang Perai Utara,Kepala Batas,5.516995,100.442413
Penang,Seberang Perai Utara,Kepala Batas,5.5023,100.4464
Penang,Seberang Perai Utara,Kepala Batas,5.517,100.4488
Penang,Seberang Perai Utara,Kepala Batas,5.53,100.4546
Penang,Seberang Perai Utara,Kepala Batas,5.5351,100.4649
Penang,Seberang Perai Utara,Kepala Batas,5.5261,100.465
Penang,Seberang Perai Utara,Kepala Batas,5.536,100.477
Penang,Seberang Perai Utara,Kepala Batas,5.528291,100.4776
Penang,Timur Laut Pulau Pinang,George Town,5.4406,100.2549
Penang,Timur Laut Pulau Pinang,George Town,5.4535,100.257
Penang,Timur Laut Pulau Pinang,George Town,5.4451,100.268
Penang,Timur Laut Pulau Pinang,George Town,5.37,100.281
Penang,Timur Laut Pulau Pinang,George Town,5.3977,100.3018
Penang,Timur Laut Pulau Pinang,George Town,5.3844,100.3046
Penang,Timur Laut Pulau Pinang,George Town,5.4271,100.3056
Penang,Timur Laut Pulau Pinang,George Town,5.432057,100.310163
Penang,Timur Laut Pulau Pinang,George Town,5.427818,100.31074
Penang,Timur Laut Pulau Pinang,George Town,5.4145,100.3129
Penang,Timur Laut Pulau Pinang,George Town,5.415819,100.313194
Penang,Timur Laut Pulau Pinang,George Town,5.411939,100.31572
Penang,Timur Laut Pulau Pinang,George Town,5.412468,100.316238
Penang,Timur Laut Pulau Pinang,George Town,5.4178,100.3204
Penang,Timur Laut Pulau Pinang,George Town,5.427962,100.321855
Penang,Timur Laut Pulau Pinang,George Town,5.412011,100.325752
Penang,Timur Laut Pulau Pinang,George Town,5.4182,100.3276
Penang,Timur Laut Pulau Pinang,George Town,5.416681,100.333259
Penang,Timur Laut Pulau Pinang,George Town,5.409352,100.336939
Penang,Timur Laut Pulau Pinang,George Town,5.419555,100.345023
Perak,Batang Padang,Tapah,4.208146,101.18772
Perak,Batang Padang,Tapah,4.113639,101.226172
Perak,Batang Padang,Tapah,4.2124,101.2381
Perak,Batang Padang,Tapah,4.2088,101.2566
Perak,Batang Padang,Tapah,4.1963,101.2591
Perak,Batang Padang,Tapah,4.1898,101.2617
Perak,Batang Padang,Tapah,4.1887,101.2652
Perak,Batang Padang,Tapah,3.988982,101.279731
Perak,Batang Padang,Tapah,4.2141,101.2914
Perak,Batang Padang,Tapah,4.206777,101.30033
Perak,Batang Padang,Tapah,4.171167,101.322303
Perak,Batang Padang,Tapah,4.071176,101.358008
Perak,Hilir Perak,Teluk Intan,4.057769,100.927971
Perak,Hilir Perak,Teluk Intan,4.034481,100.949944
Perak,Hilir Perak,Teluk Intan,3.989274,100.963677
Perak,Hilir Perak,Teluk Intan,4.0796,100.9675
Perak,Hilir Perak,Teluk Intan,4.0183,101.0063
Perak,Hilir Perak,Teluk Intan,3.9979,101.015
Perak,Hilir Perak,Teluk Intan,3.992013,101.022728
Perak,Hilir Perak,Teluk Intan,4.005713,101.024102
Perak,Hilir Perak,Teluk Intan,4.0486,101.0312
Perak,Hilir Perak,Teluk Intan,4.003,101.0362
Perak,Hilir Perak,Teluk Intan,4.059139,101.036461
Perak,Hilir Perak,Teluk Intan,4.0536,101.047
Perak,Hulu Perak,Lenggong,5.171,100.928
Perak,Hulu Perak,Lenggong,5.1382,100.9667
Perak,Hulu Perak,Lenggong,5,100.97
Perak,Hulu Perak,Lenggong,5.1013,100.971
Perak,Hulu Perak,Lenggong,5.078401,100.989213
Perak,Hulu Perak,Lenggong,5.282,101.03
Perak,Hulu Perak,Gerik,5.443709,101.035607
Perak,Hulu Perak,Lenggong,5.134121,101.035673
Perak,Hulu Perak,Lenggong,5.092079,101.06337
Perak,Hulu Perak,Gerik,5.409346,101.08809
Perak,Hulu Perak,Gerik,5.3848,101.1092
Perak,Hulu Perak,Gerik,5.399277,101.110451
Perak,Hulu Perak,Gerik,5.4456,101.1119
Perak,Hulu Perak,Lenggong,5.309,101.113
Perak,Hulu Perak,Lenggong,5.170367,101.115324
Perak,Hulu Perak,Gerik,5.421151,101.129677
Perak,Hulu Perak,Lenggong,5.137541,101.133863
Perak,Hulu Perak,Gerik,5.392939,101.145768
Perak,Hulu Perak,Gerik,5.3601,101.1469
Perak,Hulu Perak,Gerik,5.4928,101.149
Perak,Hulu Perak,Gerik,5.366463,101.167443
Perak,Hulu Perak,Gerik,5.4763,101.1772
Perak,Hulu Perak,Gerik,5.3902,101.1826
Perak,Hulu Perak,Lenggong,5.210713,101.089
Perak,Kampar,Kampar,4.32845,101.12447
Perak,Kampar,Kampar,4.2707,101.1338
Perak,Kampar,Kampar,4.2417,101.1396
Perak,Kampar,Kampar,4.3144,101.142
Perak,Kampar,Kampar,4.3239,101.1437
Perak,Kampar,Kampar,4.2862,101.145
Perak,Kampar,Kampar,4.2006,101.1533
Perak,Kampar,Kampar,4.302397,101.160977
Perak,Kampar,Kampar,4.300828,101.161729
Perak,Kampar,Kampar,4.300313,101.161826
Perak,Kampar,Kampar,4.287581,101.163329
Perak,Kampar,Kampar,4.292968,101.163572
Perak,Kerian,Parit Buntar,5.122233,100.438701
Perak,Kerian,Parit Buntar,5.1169,100.4626
Perak,Kerian,Parit Buntar,5.124285,100.462734
Perak,Kerian,Parit Buntar,5.119498,100.4696
Perak,Kerian,Parit Buntar,5.1149,100.477
Perak,Kerian,Parit Buntar,5.1281,100.4831
Perak,Kerian,Parit Buntar,5.07299,100.485393
Perak,Kerian,Parit Buntar,5.1057,100.489
Perak,Kerian,Parit Buntar,5.1078,100.4891
Perak,Kerian,Parit Buntar,5.1251,100.4892
Perak,Kerian,Parit Buntar,5.111291,100.503246
Perak,Kerian,Parit Buntar,5.07641,100.523158
Perak,Kinta,Ipoh,4.620562,101.067403
Perak,Kinta,Ipoh,4.6227,101.0675
Perak,Kinta,Ipoh,4.6517,101.0727
Perak,Kinta,Ipoh,4.5969,101.0753
Perak,Kinta,Ipoh,4.605162,101.07942
Perak,Kinta,Ipoh,4.582576,101.083196
Perak,Kinta,Ipoh,4.619535,101.090406
Perak,Kinta,Ipoh,4.6654,101.095
Perak,Kinta,Ipoh,4.628,101.0969
Perak,Kinta,Ipoh,4.5977,101.1074
Perak,Kinta,Ipoh,4.551709,101.113635
Perak,Kinta,Ipoh,4.602082,101.113752
Perak,Kuala Kangsar,Kuala Kangsar,4.774154,100.909968
Perak,Kuala Kangsar,Kuala Kangsar,4.7704,100.916
Perak,Kuala Kangsar,Kuala Kangsar,4.772607,100.922911
Perak,Kuala Kangsar,Kuala Kangsar,4.789045,100.928865
Perak,Kuala Kangsar,Kuala Kangsar,4.7701,100.9311
Perak,Kuala Kangsar,Kuala Kangsar,4.7501,100.9336
Perak,Kuala Kangsar,Kuala Kangsar,4.7821,100.9343
Perak,Kuala Kangsar,Kuala Kangsar,4.778758,100.936817
Perak,Kuala Kangsar,Kuala Kangsar,4.780771,100.937395
Perak,Kuala Kangsar,Kuala Kangsar,4.770702,100.941436
Perak,Kuala Kangsar,Kuala Kangsar,4.772602,100.941896
Perak,Kuala Kangsar,Kuala Kangsar,4.7668,100.9476
Perak,Kuala Kangsar,Kuala Kangsar,4.77473,100.948943
Perak,Kuala Kangsar,Kuala Kangsar,4.761208,100.952984
Perak,Kuala Kangsar,Kuala Kangsar,4.7873,100.956
Perak,Kuala Kangsar,Kuala Kangsar,4.883,101.2
Perak,Kuala Kangsar,Kuala Kangsar,4.832,101.2554
Perak,Kuala Kangsar,Kuala Kangsar,4.9366,101.258
Perak,Larut; Matang & Selama,Taiping,4.856419,100.677345
Perak,Larut; Matang & Selama,Taiping,4.833261,100.686872
Perak,Larut; Matang & Selama,Taiping,4.853111,100.68947
Perak,Larut; Matang & Selama,Taiping,4.84269,100.695751
Perak,Larut; Matang & Selama,Taiping,4.846108,100.696696
Perak,Larut; Matang & Selama,Taiping,4.848908,100.701014
Perak,Larut; Matang & Selama,Taiping,4.667,100.7013
Perak,Larut; Matang & Selama,Taiping,4.865049,100.703616
Perak,Larut; Matang & Selama,Taiping,4.59,100.705
Perak,Larut; Matang & Selama,Taiping,4.8434,100.7087
Perak,Larut; Matang & Selama,Taiping,4.839303,100.718917
Perak,Larut; Matang & Selama,Taiping,4.8849,100.7326
Perak,Larut; Matang & Selama,Taiping,4.8636,100.733
Perak,Larut; Matang & Selama,Taiping,4.8533,100.7335
Perak,Larut; Matang & Selama,Taiping,4.6244,100.735
Perak,Larut; Matang & Selama,Taiping,4.845056,100.737105
Perak,Larut; Matang & Selama,Taiping,4.8584,100.7396
Perak,Larut; Matang & Selama,Taiping,4.8495,100.7405
Perak,Manjung,Seri Manjung,4.4,100.612
Perak,Manjung,Seri Manjung,4.35,100.6155
Perak,Manjung,Seri Manjung,4.1809,100.6397
Perak,Manjung,Seri Manjung,4.35,100.644
Perak,Manjung,Seri Manjung,4.210468,100.651397
Perak,Manjung,Seri Manjung,4.1924,100.6569
Perak,Manjung,Seri Manjung,4.193901,100.657871
Perak,Manjung,Seri Manjung,4.201972,100.658133
Perak,Manjung,Seri Manjung,4.19812,100.663857
Perak,Manjung,Seri Manjung,4.1845,100.6643
Perak,Manjung,Seri Manjung,4.200195,100.664588
Perak,Manjung,Seri Manjung,4.1962,100.6646
Perak,Manjung,Seri Manjung,4.205383,100.666514
Perak,Manjung,Seri Manjung,4.217187,100.668043
Perak,Manjung,Seri Manjung,4.2144,100.6685
Perak,Manjung,Seri Manjung,4.2197,100.6703
Perak,Manjung,Seri Manjung,4.206803,100.670621
Perak,Manjung,Seri Manjung,4.206368,100.670705
Perak,Manjung,Seri Manjung,4.201972,100.671428
Perak,Manjung,Seri Manjung,4.199683,100.671712
Perak,Manjung,Seri Manjung,4.205551,100.672319
Perak,Manjung,Seri Manjung,4.204345,100.672977
Perak,Manjung,Seri Manjung,4.463,100.739
Perak,Manjung,Seri Manjung,4.362,100.741
Perak,Manjung,Seri Manjung,4.4335,100.7425
Perak,Manjung,Seri Manjung,4.321,100.747
Perak,Muallim,Tanjung Malim,3.8348,101.4085
Perak,Muallim,Tanjung Malim,3.874,101.4107
Perak,Muallim,Tanjung Malim,3.8973,101.4478
Perak,Muallim,Tanjung Malim,3.8774,101.487
Perak,Muallim,Tanjung Malim,3.8027,101.5012
Perak,Muallim,Tanjung Malim,3.7046,101.5054
Perak,Muallim,Tanjung Malim,3.7025,101.5105
Perak,Muallim,Tanjung Malim,3.685609,101.517222
Perak,Muallim,Tanjung Malim,3.684717,101.518493
Perak,Muallim,Tanjung Malim,3.683477,101.520156
Perak,Muallim,Tanjung Malim,3.6936,101.5202
Perak,Muallim,Tanjung Malim,3.682896,101.520226
Perak,Muallim,Tanjung Malim,3.683069,101.520791
Perak,Muallim,Tanjung Malim,3.682438,101.521237
Perak,Muallim,Tanjung Malim,3.682353,101.521593
Perak,Muallim,Tanjung Malim,3.689339,101.52232
Perak,Muallim,Tanjung Malim,3.682785,101.526181
Perak,Muallim,Tanjung Malim,3.6857,101.5265
Perak,Perak Tengah,Seri Iskandar,4.372782,100.94578
Perak,Perak Tengah,Seri Iskandar,4.366,100.9546
Perak,Perak Tengah,Seri Iskandar,4.3684,100.9589
Perak,Perak Tengah,Seri Iskandar,4.3657,100.9592
Perak,Perak Tengah,Seri Iskandar,4.3533,100.961
Perak,Perak Tengah,Seri Iskandar,4.357773,100.964792
Perak,Perak Tengah,Seri Iskandar,4.357546,100.967574
Perak,Perak Tengah,Seri Iskandar,4.381969,100.969729
Perak,Perak Tengah,Seri Iskandar,4.365476,100.980328
Perak,Perak Tengah,Seri Iskandar,4.3637,100.9811
Perak,Perak Tengah,Seri Iskandar,4.3646,100.9834
Perak,Perak Tengah,Seri Iskandar,4.361368,100.98728
Perlis,Arau,Arau,6.3906,100.2511
Perlis,Arau,Arau,6.4311,100.2531
Perlis,Arau,Arau,6.433,100.2604
Perlis,Arau,Arau,6.4256,100.2893
Perlis,Arau,Arau,6.4345,100.3142
Perlis,Arau,Arau,6.4399,100.3308
Perlis,Kangar,Kangar,6.462,100.1685
Perlis,Kangar,Kangar,6.4416,100.1922
Perlis,Kangar,Kangar,6.4396,100.1926
Perlis,Kangar,Kangar,6.4497,100.1981
Perlis,Kangar,Kangar,6.4465,100.203
Perlis,Kangar,Kangar,6.5106,100.2535
Perlis,Kuala Perlis,Kuala Perlis,6.3968,100.1296
Perlis,Kuala Perlis,Kuala Perlis,6.4056,100.1464
Perlis,Kuala Perlis,Kuala Perlis,6.3865,100.1469
Perlis,Kuala Perlis,Kuala Perlis,6.4072,100.1491
Perlis,Kuala Perlis,Kuala Perlis,6.4151,100.1492
Perlis,Kuala Perlis,Kuala Perlis,6.3919,100.1603
Perlis,Padang Besar,Padang Besar,6.6999,100.2097
Perlis,Padang Besar,Padang Besar,6.6543,100.2545
Perlis,Padang Besar,Padang Besar,6.6325,100.2721
Perlis,Padang Besar,Padang Besar,6.6551,100.2802
Perlis,Padang Besar,Padang Besar,6.6624,100.2852
Perlis,Padang Besar,Padang Besar,6.6605,100.3115
Sabah,Beaufort,Beaufort,5.1752,115.6558
Sabah,Beaufort,Beaufort,5.2785,115.7155
Sabah,Beaufort,Beaufort,5.2901,115.7389
Sabah,Beaufort,Beaufort,5.3988,115.8851
Sabah,Beluran,Beluran,5.724,117.0953
Sabah,Beluran,Beluran,5.7008,117.2422
Sabah,Beluran,Beluran,5.8887,117.4215
Sabah,Beluran,Beluran,5.7951,117.5306
Sabah,Keningau,Keningau,5.1316,116.1109
Sabah,Keningau,Keningau,5.375,116.1947
Sabah,Keningau,Keningau,5.0837,116.2592
Sabah,Keningau,Keningau,5.2027,116.3828
Sabah,Kinabatangan,Kinabatangan,5.3412,116.9476
Sabah,Kinabatangan,Kinabatangan,5.5654,117.354
Sabah,Kinabatangan,Kinabatangan,5.4451,117.8265
Sabah,Kinabatangan,Kinabatangan,5.4069,118.4307
Sabah,Kota Belut,Kota Belut,6.3825,116.4475
Sabah,Kota Belut,Kota Belut,6.4494,116.4619
Sabah,Kota Belut,Kota Belut,6.3491,116.4742
Sabah,Kota Belut,Kota Belut,6.3511,116.556
Sabah,Kota Kinabalu,Kota Kinabalu,5.9587,116.0825
Sabah,Kota Kinabalu,Kota Kinabalu,6.0943,116.1429
Sabah,Kota Kinabalu,Kota Kinabalu,6.0257,116.1522
Sabah,Kota Kinabalu,Kota Kinabalu,6.0998,116.179
Sabah,Kota Marudu,Kota Marudu,6.6491,116.7299
Sabah,Kota Marudu,Kota Marudu,6.4717,116.8329
Sabah,Kota Marudu,Kota Marudu,6.7827,117.1405
Sabah,Kota Marudu,Kota Marudu,6.6682,117.1927
Sabah,Kuala Penyu,Kuala Penyu,5.4317,115.4671
Sabah,Kuala Penyu,Kuala Penyu,5.4501,115.5368
Sabah,Kuala Penyu,Kuala Penyu,5.5414,115.5594
Sabah,Kuala Penyu,Kuala Penyu,5.5575,115.5686
Sabah,Kuala Penyu,Kuala Penyu,5.486,115.5889
Sabah,Kuala Penyu,Kuala Penyu,5.5689,115.5961
Sabah,Kudat,Kudat,6.7969,116.6665
Sabah,Kudat,Kudat,6.9244,116.7097
Sabah,Kudat,Kudat,6.7424,116.7502
Sabah,Kudat,Kudat,6.8433,116.8251
Sabah,Kudat,Kudat,6.9067,116.8405
Sabah,Kudat,Kudat,6.8835,116.8499
Sabah,Kunak,Kunak,4.7517,117.9011
Sabah,Kunak,Kunak,4.7209,118.0433
Sabah,Kunak,Kunak,4.7989,118.0694
Sabah,Kunak,Kunak,4.647,118.1724
Sabah,Kunak,Kunak,4.6795,118.234
Sabah,Kunak,Kunak,4.6842,118.2448
Sabah,Lahad Datu,Lahad Datu,5.1293,117.7492
Sabah,Lahad Datu,Lahad Datu,5.0896,118.2107
Sabah,Lahad Datu,Lahad Datu,5.0274,118.3169
Sabah,Lahad Datu,Lahad Datu,5.0256,118.3282
Sabah,Lahad Datu,Lahad Datu,5.0568,118.5361
Sabah,Lahad Datu,Lahad Datu,5.1867,119.0566
Sabah,Nabawan,Nabawan,5.0542,116.3494
